日期,单位净值
20150930,1.3270
20151008,1.3430
20151009,1.3510
20151012,1.3720
20151013,1.3790
20151014,1.3670
20151015,1.3890
20151016,1.3990
20151019,1.3950
20151020,1.4110
20151021,1.3650
20151022,1.3890
20151023,1.4110
20151026,1.4180
20151027,1.4210
20151028,1.4070
20151029,1.4110
20151030,1.4120
20151102,1.3950
20151103,1.3900
20151104,1.4250
20151105,1.4250
20151106,1.4490
20151109,1.4530
20151110,1.4570
20151111,1.4720
20151112,1.4680
20151113,1.4420
20151116,1.4640
20151117,1.4540
20151118,1.4400
20151119,1.4730
20151120,1.3960
20151123,1.3770
20151124,1.3910
20151125,1.4160
20151126,1.4100
20151127,1.3450
20151130,1.3510
20151201,1.3410
20151202,1.3280
20151203,1.3540
20151204,1.3520
20151207,1.3620
20151208,1.3440
20151209,1.3440
20151210,1.3400
20151211,1.3330
20151214,1.3410
20151215,1.3550
20151216,1.3710
20151217,1.3940
20151218,1.3870
20151221,1.3920
20151222,1.4020
20151223,1.3840
20151224,1.3840
20151225,1.3980
20151228,1.3810
20151229,1.3870
20151230,1.3990
20151231,1.3820
20160104,1.3000
20160105,1.2800
20160106,1.3070
20160107,1.2250
20160108,1.2310
20160111,1.1670
20160112,1.1580
20160113,1.1260
20160114,1.1510
20160115,1.1280
20160118,1.1420
20160119,1.1750
20160120,1.1670
20160121,1.1360
20160122,1.1470
20160125,1.1540
20160126,1.0990
20160127,1.0850
20160128,1.0530
20160129,1.0760
20160201,1.0650
20160202,1.0860
20160203,1.0870
20160204,1.0980
20160205,1.0900
20160215,1.0900
20160216,1.1160
20160217,1.1230
20160218,1.1230
20160219,1.1270
20160222,1.1450
20160223,1.1410
20160224,1.1400
20160225,1.0770
20160226,1.0770
20160229,1.0410
20160301,1.0530
20160302,1.0830
20160303,1.0830
20160304,1.0740
20160307,1.0830
20160308,1.0830
20160309,1.0740
20160310,1.0640
20160311,1.0640
20160314,1.0800
20160315,1.0750
20160316,1.0720
20160317,1.0890
20160318,1.1050
20160321,1.1170
20160322,1.1160
20160323,1.1210
20160324,1.1120
20160325,1.1160
20160328,1.1130
20160329,1.1020
20160330,1.1220
20160331,1.1250
20160401,1.1220
20160405,1.1370
20160406,1.1400
20160407,1.1260
20160408,1.1170
20160411,1.1320
20160412,1.1280
20160413,1.1370
20160414,1.1460
20160415,1.1460
20160418,1.1320
20160419,1.1350
20160420,1.1010
20160421,1.0910
20160422,1.0960
20160425,1.0920
20160426,1.1010
20160427,1.0980
20160428,1.0970
20160429,1.0980
20160503,1.1210
20160504,1.1210
20160505,1.1240
20160506,1.0960
20160509,1.0700
20160510,1.0690
20160511,1.0690
20160512,1.0670
20160513,1.0640
20160516,1.0760
20160517,1.0720
20160518,1.0560
20160519,1.0590
20160520,1.0650
20160523,1.0750
20160524,1.0710
20160525,1.0660
20160526,1.0710
20160527,1.0700
20160530,1.0680
20160531,1.0920
20160601,1.0950
20160602,1.0980
20160603,1.1030
20160606,1.1040
20160607,1.1050
20160608,1.1000
20160613,1.0720
20160614,1.0740
20160615,1.0910
20160616,1.0870
20160617,1.0920
20160620,1.0940
20160621,1.0880
20160622,1.0950
20160623,1.0930
20160624,1.0880
20160627,1.1040
20160628,1.1140
20160629,1.1160
20160630,1.1140
20160701,1.1150
20160704,1.1250
20160705,1.1280
20160706,1.1360
20160707,1.1400
20160708,1.1370
20160711,1.1380
20160712,1.1450
20160713,1.1480
20160714,1.1480
20160715,1.1460
20160718,1.1420
20160719,1.1410
20160720,1.1390
20160721,1.1400
20160722,1.1320
20160725,1.1320
20160726,1.1420
20160727,1.1210
20160728,1.1260
20160729,1.1220
20160801,1.1130
20160802,1.1170
20160803,1.1190
20160804,1.1190
20160805,1.1180
20160808,1.1250
20160809,1.1290
20160810,1.1290
20160811,1.1220
20160812,1.1260
20160815,1.1370
20160816,1.1400
20160817,1.1410
20160818,1.1380
20160819,1.1400
20160822,1.1350
20160823,1.1370
20160824,1.1360
20160825,1.1330
20160826,1.1340
20160829,1.1360
20160830,1.1370
20160831,1.1360
20160901,1.1340
20160902,1.1310
20160905,1.1330
20160906,1.1400
20160907,1.1400
20160908,1.1400
20160909,1.1370
20160912,1.1230
20160913,1.1240
20160914,1.1210
20160919,1.1250
20160920,1.1270
20160921,1.1270
20160922,1.1320
20160923,1.1320
20160926,1.1190
20160927,1.1210
20160928,1.1200
20160929,1.1210
20160930,1.1240
20161010,1.1350
20161011,1.1400
20161012,1.1390
20161013,1.1430
20161014,1.1420
20161017,1.1350
20161018,1.1450
20161019,1.1430
20161020,1.1440
20161021,1.1450
20161024,1.1500
20161025,1.1510
20161026,1.1480
20161027,1.1440
20161028,1.1400
20161031,1.1410
20161101,1.1470
20161102,1.1460
20161103,1.1510
20161104,1.1440
20161107,1.1430
20161108,1.1450
20161109,1.1440
20161110,1.1490
20161111,1.1520
20161114,1.1520
20161115,1.1500
20161116,1.1510
20161117,1.1470
20161118,1.1460
20161121,1.1440
20161122,1.1500
20161123,1.1450
20161124,1.1400
20161125,1.1450
20161128,1.1410
20161129,1.1320
20161130,1.1260
20161201,1.1300
20161202,1.1160
20161205,1.1110
20161206,1.1110
20161207,1.1200
20161208,1.1130
20161209,1.1090
20161212,1.0720
20161213,1.0750
20161214,1.0690
20161215,1.0690
20161216,1.0730
20161219,1.0710
20161220,1.0670
20161221,1.0760
20161222,1.0760
20161223,1.0660
20161226,1.0410
20161227,1.0420
20161228,1.0380
20161229,1.0350
20161230,1.0380
20161231,1.0380
20170103,1.0450
20170104,1.0530
20170105,1.0530
20170106,1.0480
20170109,1.0520
20170110,1.0500
20170111,1.0400
20170112,1.0340
20170113,1.0280
20170116,1.0170
20170117,1.0220
20170118,1.0260
20170119,1.0240
20170120,1.0360
20170123,1.0400
20170124,1.0380
20170125,1.0400
20170126,1.0430
20170203,1.0400
20170206,1.0450
20170207,1.0440
20170208,1.0480
20170209,1.0540
20170210,1.0560
20170213,1.0650
20170214,1.0680
20170215,1.0590
20170216,1.0630
20170217,1.0580
20170220,1.0750
20170221,1.0790
20170222,1.0870
20170223,1.0810
20170224,1.0800
20170227,1.0740
20170228,1.0780
20170301,1.0840
20170302,1.0840
20170303,1.0850
20170306,1.0900
20170307,1.0930
20170308,1.0910
20170309,1.0830
20170310,1.0860
20170313,1.0950
20170314,1.1000
20170315,1.1040
20170316,1.1070
20170317,1.0980
20170320,1.1010
20170321,1.1160
20170322,1.1180
20170323,1.1190
20170324,1.1210
20170327,1.1100
20170328,1.1070
20170329,1.1070
20170330,1.1010
20170331,1.1070
20170405,1.1180
20170406,1.1220
20170407,1.1240
20170410,1.1170
20170411,1.1150
20170412,1.1090
20170413,1.1170
20170414,1.1070
20170417,1.1040
20170418,1.1090
20170419,1.1120
20170420,1.1230
20170421,1.1130
20170424,1.0930
20170425,1.1000
20170426,1.0980
20170427,1.1070
20170428,1.1040
20170502,1.1070
20170503,1.1070
20170504,1.1060
20170505,1.1000
20170508,1.0810
20170509,1.0860
20170510,1.0800
20170511,1.0860
20170512,1.0860
20170515,1.0920
20170516,1.1130
20170517,1.1090
20170518,1.1000
20170519,1.0980
20170522,1.0940
20170523,1.0900
20170524,1.0900
20170525,1.0840
20170526,1.0840
20170531,1.0850
20170601,1.0760
20170602,1.0770
20170605,1.0830
20170606,1.0900
20170607,1.1100
20170608,1.1170
20170609,1.1190
20170612,1.1200
20170613,1.1250
20170614,1.1160
20170615,1.1170
20170616,1.1160
20170619,1.1250
20170620,1.1260
20170621,1.1350
20170622,1.1270
20170623,1.1330
20170626,1.1480
20170627,1.1500
20170628,1.1410
20170629,1.1470
20170630,1.1500
20170703,1.1470
20170704,1.1400
20170705,1.1510
20170706,1.1480
20170707,1.1430
20170710,1.1320
20170711,1.1320
20170712,1.1260
20170713,1.1300
20170714,1.1240
20170717,1.0990
20170718,1.1000
20170719,1.1130
20170720,1.1200
20170721,1.1180
20170724,1.1240
20170725,1.1220
20170726,1.1160
20170727,1.1180
20170728,1.1310
20170731,1.1360
20170801,1.1430
20170802,1.1340
20170803,1.1240
20170804,1.1170
20170807,1.1330
20170808,1.1360
20170809,1.1420
20170810,1.1420
20170811,1.1280
20170814,1.1470
20170815,1.1550
20170816,1.1540
20170817,1.1540
20170818,1.1480
20170821,1.1510
20170822,1.1520
20170823,1.1450
20170824,1.1400
20170825,1.1520
20170828,1.1630
20170829,1.1610
20170830,1.1670
20170831,1.1690
20170901,1.1740
20170904,1.1780
20170905,1.1850
20170906,1.1860
20170907,1.1750
20170908,1.1770
20170911,1.1880
20170912,1.1880
20170913,1.1950
20170914,1.1880
20170915,1.1820
20170918,1.1880
20170919,1.1830
20170920,1.1870
20170921,1.1820
20170922,1.1790
20170925,1.1790
20170926,1.1810
20170927,1.1870
20170928,1.1900
20170929,1.1950
20171009,1.2010
20171010,1.2040
20171011,1.2030
20171012,1.2020
20171013,1.2120
20171016,1.2050
20171017,1.2070
20171018,1.2140
20171019,1.2100
20171020,1.2120
20171023,1.2210
20171024,1.2240
20171025,1.2290
20171026,1.2340
20171027,1.2380
20171030,1.2310
20171031,1.2380
20171101,1.2370
20171102,1.2360
20171103,1.2320
20171106,1.2490
20171107,1.2490
20171108,1.2430
20171109,1.2520
20171110,1.2670
20171113,1.2650
20171114,1.2530
20171115,1.2470
20171116,1.2660
20171117,1.2550
20171120,1.2610
20171121,1.2680
20171122,1.2490
20171123,1.2110
20171124,1.2080
20171127,1.1970
20171128,1.2020
20171129,1.1920
20171130,1.1810
20171201,1.1840
20171204,1.1970
20171205,1.1950
20171206,1.1920
20171207,1.1000
20171208,1.1110
20171211,1.1330
20171212,1.1220
20171213,1.1350
20171214,1.1320
20171215,1.1270
20171218,1.1250
20171219,1.1340
20171220,1.1390
20171221,1.1470
20171222,1.1400
20171225,1.1340
20171226,1.1350
20171227,1.1160
20171228,1.1260
20171229,1.1340
20171231,1.1340
20180102,1.1420
20180103,1.1510
20180104,1.1590
20180105,1.1590
20180108,1.1620
20180109,1.1670
20180110,1.1650
20180111,1.1630
20180112,1.1630
20180115,1.1530
20180116,1.1580
20180117,1.1440
20180118,1.1430
20180119,1.1390
20180122,1.1600
20180123,1.1650
20180124,1.1620
20180125,1.1580
20180126,1.1620
20180129,1.1440
20180130,1.1400
20180131,1.1460
20180201,1.1320
20180202,1.1410
20180205,1.1220
20180206,1.0970
20180207,1.0660
20180208,1.0760
20180209,1.0460
20180212,1.0790
20180213,1.0870
20180214,1.0940
20180222,1.1220
20180223,1.1230
20180226,1.1370
20180227,1.1270
20180228,1.1210
20180301,1.1310
20180302,1.1210
20180305,1.1170
20180306,1.1280
20180307,1.1230
20180308,1.1350
20180309,1.1450
20180312,1.1520
20180313,1.1390
20180314,1.1400
20180315,1.1530
20180316,1.1410
20180319,1.1460
20180320,1.1420
20180321,1.1340
20180322,1.1210
20180323,1.0920
20180326,1.1030
20180327,1.1110
20180328,1.0880
20180329,1.0980
20180330,1.1060
20180402,1.1000
20180403,1.1000
20180404,1.1050
20180409,1.1060
20180410,1.1170
20180411,1.1200
20180412,1.1100
20180413,1.1000
20180416,1.1030
20180417,1.0790
20180418,1.0870
20180419,1.0940
20180420,1.0820
20180423,1.0690
20180424,1.0960
20180425,1.1020
20180426,1.0800
20180427,1.0820
20180502,1.0850
20180503,1.0950
20180504,1.0940
20180507,1.1180
20180508,1.1240
20180509,1.1230
20180510,1.1290
20180511,1.1180
20180514,1.1250
20180515,1.1320
20180516,1.1280
20180517,1.1150
20180518,1.1210
20180521,1.1260
20180522,1.1260
20180523,1.1150
20180524,1.1060
20180525,1.1010
20180528,1.1140
20180529,1.1000
20180530,1.0880
20180531,1.1070
20180601,1.0950
20180604,1.1040
20180605,1.1190
20180606,1.1230
20180607,1.1190
20180608,1.1080
20180611,1.1070
20180612,1.1230
20180613,1.1140
20180614,1.1070
20180615,1.1010
20180619,1.0680
20180620,1.0790
20180621,1.0690
20180622,1.0740
20180625,1.0610
20180626,1.0570
20180627,1.0380
20180628,1.0220
20180629,1.0450
20180630,1.0450
20180702,1.0320
20180703,1.0230
20180704,1.0110
20180705,0.9950
20180706,1.0030
20180709,1.0270
20180710,1.0290
20180711,1.0170
20180712,1.0390
20180713,1.0460
20180716,1.0470
20180717,1.0420
20180718,1.0410
20180719,1.0380
20180720,1.0520
20180723,1.0510
20180724,1.0600
20180725,1.0620
20180726,1.0500
20180727,1.0460
20180730,1.0330
20180731,1.0350
20180801,1.0150
20180802,0.9990
20180803,0.9820
20180806,0.9670
20180807,0.9880
20180808,0.9670
20180809,0.9930
20180810,0.9970
20180813,0.9980
20180814,0.9960
20180815,0.9750
20180816,0.9700
20180817,0.9590
20180820,0.9710
20180821,0.9900
20180822,0.9840
20180823,0.9920
20180824,0.9880
20180827,1.0060
20180828,1.0020
20180829,0.9980
20180830,0.9870
20180831,0.9800
20180903,0.9790
20180904,0.9910
20180905,0.9780
20180906,0.9730
20180907,0.9740
20180910,0.9620
20180911,0.9610
20180912,0.9550
20180913,0.9610
20180914,0.9550
20180917,0.9440
20180918,0.9580
20180919,0.9710
20180920,0.9690
20180921,0.9870
20180925,0.9770
20180926,0.9880
20180927,0.9800
20180928,0.9840
20181008,0.9530
20181009,0.9510
20181010,0.9480
20181011,0.9120
20181012,0.9220
20181015,0.9100
20181016,0.8980
20181017,0.9030
20181018,0.8910
20181019,0.9120
20181022,0.9480
20181023,0.9300
20181024,0.9300
20181025,0.9290
20181026,0.9230
20181029,0.9040
20181030,0.9150
20181031,0.9260
20181101,0.9350
20181102,0.9610
20181105,0.9570
20181106,0.9600
20181107,0.9570
20181108,0.9490
20181109,0.9460
20181112,0.9640
20181113,0.9780
20181114,0.9710
20181115,0.9800
20181116,0.9870
20181119,0.9850
20181120,0.9650
20181121,0.9660
20181122,0.9620
20181123,0.9430
20181126,0.9360
20181127,0.9420
20181128,0.9510
20181129,0.9370
20181130,0.9400
20181203,0.9560
20181204,0.9550
20181205,0.9510
20181206,0.9390
20181207,0.9410
20181210,0.9340
20181211,0.9400
20181212,0.9410
20181213,0.9490
20181214,0.9340
20181217,0.9240
20181218,0.9210
20181219,0.9130
20181220,0.9140
20181221,0.9130
20181224,0.9180
20181225,0.9190
20181226,0.9170
20181227,0.9110
20181228,0.9180
20181231,0.9180
20190102,0.9080
20190103,0.9020
20190104,0.9210
20190107,0.9300
20190108,0.9310
20190109,0.9320
20190110,0.9300
20190111,0.9360
20190114,0.9290
20190115,0.9410
20190116,0.9470
20190117,0.9390
20190118,0.9410
20190121,0.9510
20190122,0.9350
20190123,0.9400
20190124,0.9430
20190125,0.9420
20190128,0.9400
20190129,0.9410
20190130,0.9330
20190131,0.9360
20190201,0.9520
20190211,0.9690
20190212,0.9740
20190213,0.9860
20190214,0.9880
20190215,0.9780
20190218,1.0030
20190219,1.0030
20190220,1.0010
20190221,0.9950
20190222,1.0180
20190225,1.0710
20190226,1.0560
20190227,1.0490
20190228,1.0600
20190301,1.0660
20190304,1.0790
20190305,1.0910
20190306,1.1010
20190307,1.0960
20190308,1.0680
20190311,1.0970
20190312,1.1090
20190313,1.0980
20190314,1.0810
20190315,1.0910
20190318,1.1120
20190319,1.1220
20190320,1.1220
20190321,1.1310
20190322,1.1280
20190325,1.1130
20190326,1.0960
20190327,1.1020
20190328,1.0950
20190329,1.1350
20190401,1.1690
20190402,1.1680
20190403,1.1830
20190404,1.1840
20190408,1.1850
20190409,1.1850
20190410,1.1830
20190411,1.1580
20190412,1.1550
20190415,1.1490
20190416,1.1710
20190417,1.1730
20190418,1.1680
20190419,1.1730
20190422,1.1610
20190423,1.1570
20190424,1.1650
20190425,1.1410
20190426,1.1300
20190429,1.1360
20190430,1.1410
20190506,1.0780
20190507,1.0860
20190508,1.0790
20190509,1.0630
20190510,1.1010
20190513,1.0910
20190514,1.0880
20190515,1.1060
20190516,1.1020
20190517,1.0770
20190520,1.0680
20190521,1.0840
20190522,1.0790
20190523,1.0580
20190524,1.0580
20190527,1.0680
20190528,1.0730
20190529,1.0750
20190530,1.0670
20190531,1.0690
20190603,1.0610
20190604,1.0570
20190605,1.0530
20190606,1.0450
20190610,1.0510
20190611,1.0750
20190612,1.0690
20190613,1.0700
20190614,1.0610
20190617,1.0560
20190618,1.0560
20190619,1.0710
20190620,1.0910
20190621,1.0950
20190624,1.0930
20190625,1.0880
20190626,1.0900
20190627,1.1000
20190628,1.0980
20190630,1.0980
20190701,1.1230
20190702,1.1210
20190703,1.1100
20190704,1.1020
20190705,1.1070
20190708,1.0880
20190709,1.0880
20190710,1.0840
20190711,1.0860
20190712,1.0920
20190715,1.0960
20190716,1.0950
20190717,1.0940
20190718,1.0850
20190719,1.0920
20190722,1.0870
20190723,1.0930
20190724,1.1010
20190725,1.1090
20190726,1.1090
20190729,1.1100
20190730,1.1100
20190731,1.1030
20190801,1.0970
20190802,1.0850
20190805,1.0760
20190806,1.0660
20190807,1.0620
20190808,1.0670
20190809,1.0550
20190812,1.0740
20190813,1.0710
20190814,1.0780
20190815,1.0830
20190816,1.0840
20190819,1.1090
20190820,1.1080
20190821,1.1090
20190822,1.1080
20190823,1.1070
20190826,1.0930
20190827,1.1110
20190828,1.1060
20190829,1.1060
20190830,1.0990
20190902,1.1140
20190903,1.1220
20190904,1.1270
20190905,1.1340
20190906,1.1380
20190909,1.1560
20190910,1.1500
20190911,1.1440
20190912,1.1490
20190916,1.1480
20190917,1.1320
20190918,1.1350
20190919,1.1420
20190920,1.1430
20190923,1.1350
20190924,1.1390
20190925,1.1270
20190926,1.1100
20190927,1.1130
20190930,1.1010
20191008,1.1000
20191009,1.1040
20191010,1.1170
20191011,1.1200
20191014,1.1270
20191015,1.1170
20191016,1.1130
20191017,1.1190
20191018,1.1070
20191021,1.1070
20191022,1.1140
20191023,1.1010
20191024,1.0970
20191025,1.1030
20191028,1.1140
20191029,1.1090
20191030,1.1020
20191031,1.0980
20191101,1.1100
20191104,1.1160
20191105,1.1240
20191106,1.0650
20191107,1.0680
20191108,1.0670
20191111,1.0500
20191112,1.0490
20191113,1.0520
20191114,1.0560
20191115,1.0480
20191118,1.0510
20191119,1.0630
20191120,1.0540
20191121,1.0500
20191122,1.0360
20191125,1.0350
20191126,1.0390
20191127,1.0410
20191128,1.0410
20191129,1.0340
20191202,1.0330
20191203,1.0330
20191204,1.0350
20191205,1.0490
20191206,1.0550
20191209,1.0530
20191210,1.0540
20191211,1.0520
20191212,1.0510
20191213,1.0660
20191216,1.0840
20191217,1.0930
20191218,1.0900
20191219,1.0820
20191220,1.0800
20191223,1.0680
20191224,1.0780
20191225,1.0860
20191226,1.0960
20191227,1.0910
20191230,1.1000
20191231,1.1050
20200102,1.1230
20200103,1.1270
20200106,1.1270
20200107,1.1320
20200108,1.1250
20200109,1.1410
20200110,1.1370
20200113,1.1590
20200114,1.1510
20200115,1.1530
20200116,1.1480
20200117,1.1440
20200120,1.1580
20200121,1.1510
20200122,1.1700
20200123,1.1310
20200203,1.0540
20200204,1.0880
20200205,1.0900
20200206,1.1080
20200207,1.1120
20200210,1.1160
20200211,1.1280
20200212,1.1460
20200213,1.1490
20200214,1.1500
20200217,1.1800
20200218,1.1950
20200219,1.1870
20200220,1.2140
20200221,1.2340
20200224,1.2390
20200225,1.2440
20200226,1.1970
20200227,1.1950
20200228,1.1640
20200302,1.1910
20200303,1.1960
20200304,1.1970
20200305,1.2060
20200306,1.1920
20200309,1.1600
20200310,1.1860
20200311,1.1660
20200312,1.1490
20200313,1.1370
20200316,1.0910
20200317,1.0920
20200318,1.0830
20200319,1.0850
20200320,1.1010
20200323,1.0650
20200324,1.0830
20200325,1.1030
20200326,1.0970
20200327,1.0980
20200330,1.0850
20200331,1.0870
20200401,1.0870
20200402,1.1030
20200403,1.0980
20200407,1.1270
20200408,1.1250
20200409,1.1270
20200410,1.1130
20200413,1.1160
20200414,1.1370
20200415,1.1280
20200416,1.1400
20200417,1.1480
20200420,1.1600
20200421,1.1580
20200422,1.1630
20200423,1.1640
20200424,1.1540
20200427,1.1570
20200428,1.1590
20200429,1.1660
20200430,1.1630
20200506,1.1720
20200507,1.1780
20200508,1.1800
20200511,1.1730
20200512,1.1780
20200513,1.1860
20200514,1.1770
20200515,1.1870
20200518,1.1970
20200519,1.2070
20200520,1.1960
20200521,1.1860
20200522,1.1730
20200525,1.1810
20200526,1.1960
20200527,1.1810
20200528,1.1770
20200529,1.1910
20200601,1.2160
20200602,1.2080
20200603,1.2050
20200604,1.2030
20200605,1.2010
20200608,1.2000
20200609,1.2080
20200610,1.2180
20200611,1.2190
20200612,1.2270
20200615,1.2150
20200616,1.2380
20200617,1.2390
20200618,1.2350
20200619,1.2590
20200622,1.2660
20200623,1.2760
20200624,1.2870
20200629,1.2780
20200630,1.3010
20200701,1.3080
20200702,1.3130
20200703,1.3140
20200706,1.3440
20200707,1.3780
20200708,1.3980
20200709,1.4310
20200710,1.4240
20200713,1.4630
20200714,1.4480
20200715,1.4300
20200716,1.3680
20200717,1.3850
20200720,1.4080
20200721,1.4250
20200722,1.4330
20200723,1.4460
20200724,1.3820
20200727,1.3820
20200728,1.4000
20200729,1.4350
20200730,1.4340
20200731,1.4610
20200803,1.4860
20200804,1.4710
20200805,1.4970
20200806,1.4810
20200807,1.4740
20200810,1.4570
20200811,1.4420
20200812,1.4080
20200813,1.4050
20200814,1.4210
20200817,1.4390
20200818,1.4520
20200819,1.4240
20200820,1.4070
20200821,1.4250
20200824,1.4280
20200825,1.4240
20200826,1.3940
20200827,1.4090
20200828,1.4310
20200831,1.4320
20200901,1.4420
20200902,1.4460
20200903,1.4370
20200904,1.4300
20200907,1.4000
20200908,1.4000
20200909,1.3620
20200910,1.3660
20200911,1.3870
20200914,1.3960
20200915,1.4130
20200916,1.4030
20200917,1.3980
20200918,1.4230
20200921,1.4130
20200922,1.3990
20200923,1.4120
20200924,1.3870
20200925,1.3880
20200928,1.3840
20200929,1.3870
20200930,1.3860
20201009,1.4240
20201012,1.4650
20201013,1.4730
20201014,1.4650
20201015,1.4500
20201016,1.4400
20201019,1.4280
20201020,1.4450
20201021,1.4350
20201022,1.4250
20201023,1.3950
20201026,1.4000
20201027,1.4050
20201028,1.4110
20201029,1.4200
20201030,1.3990
20201102,1.4040
20201103,1.4150
20201104,1.4200
20201105,1.4380
20201106,1.4240
20201109,1.4460
20201110,1.4280
20201111,1.4150
20201112,1.4120
20201113,1.4120
20201116,1.4200
20201117,1.4150
20201118,1.4070
20201119,1.4210
20201120,1.4200
20201123,1.4280
20201124,1.4160
20201125,1.3950
20201126,1.3970
20201127,1.4070
20201130,1.4010
20201201,1.4170
20201202,1.4170
20201203,1.4180
20201204,1.4220
20201207,1.4070
20201208,1.3990
20201209,1.3820
20201210,1.3790
20201211,1.3620
20201214,1.3680
20201215,1.3680
20201216,1.3660
20201217,1.3230
20201218,1.3160
20201221,1.3290
20201222,1.3150
20201223,1.3260
20201224,1.3160
20201225,1.3200
20201228,1.3220
20201229,1.3210
20201230,1.3340
20201231,1.3590
20210104,1.3650
20210105,1.3720
20210106,1.3790
20210107,1.3860
20210108,1.3720
20210111,1.3620
20210112,1.3900
20210113,1.3860
20210114,1.3560
20210115,1.3500
20210118,1.3450
20210119,1.3280
20210120,1.3630
20210121,1.3810
20210122,1.4170
20210125,1.4530
20210126,1.4240
20210127,1.4110
20210128,1.3790
20210129,1.3860
20210201,1.4050
20210202,1.4360
20210203,1.4420
20210204,1.4390
20210205,1.4520
20210208,1.4700
20210209,1.4980
20210210,1.5350
20210218,1.4870
20210219,1.4820
20210222,1.4080
20210223,1.4000
20210224,1.3510
20210225,1.3490
20210226,1.3200
20210301,1.3360
20210302,1.3150
20210303,1.3300
20210304,1.2810
20210305,1.2840
20210308,1.2270
20210309,1.2030
20210310,1.2250
20210311,1.2520
20210312,1.2560
20210315,1.2200
20210316,1.2360
20210317,1.2480
20210318,1.2670
20210319,1.2430
20210322,1.2530
20210323,1.2500
20210324,1.2450
20210325,1.2520
20210326,1.2870
20210329,1.2920
20210330,1.3040
20210331,1.2950
20210401,1.3130
20210402,1.3350
20210406,1.3270
20210407,1.3180
20210408,1.3340
20210409,1.3160
20210412,1.2960
20210413,1.3010
20210414,1.3100
20210415,1.2990
20210416,1.2990
20210419,1.3210
20210420,1.3310
20210421,1.3460
20210422,1.3480
20210423,1.3650
20210426,1.3580
20210427,1.3800
20210428,1.3990
20210429,1.4010
20210430,1.4010
20210506,1.3710
20210507,1.3350
20210510,1.3440
20210511,1.3620
20210512,1.3800
20210513,1.3810
20210514,1.3990
20210517,1.4320
20210518,1.4220
20210519,1.4140
20210520,1.4240
20210521,1.4130
20210524,1.4150
20210525,1.4530
20210526,1.4480
20210527,1.4600
20210528,1.4440
20210531,1.4580
20210601,1.4720
20210602,1.4420
20210603,1.4370
20210604,1.4440
20210607,1.4460
20210608,1.4300
20210609,1.4290
20210610,1.4400
20210611,1.4360
20210615,1.4270
20210616,1.3960
20210617,1.4030
20210618,1.4070
20210621,1.4220
20210622,1.4380
20210623,1.4350
20210624,1.4210
20210625,1.4440
20210628,1.4630
20210629,1.4480
20210630,1.4490
20210701,1.4650
20210702,1.4100
20210705,1.4060
20210706,1.3740
20210707,1.4030
20210708,1.3790
20210709,1.3710
20210712,1.3950
20210713,1.4020
20210714,1.4110
20210715,1.4200
20210716,1.3930
20210719,1.4100
20210720,1.4110
20210721,1.4230
20210722,1.3940
20210723,1.3580
20210726,1.3020
20210727,1.2700
20210728,1.2950
20210729,1.3190
20210730,1.2950
20210802,1.3190
20210803,1.3440
20210804,1.3460
20210805,1.3450
20210806,1.3200
20210809,1.3360
20210810,1.3500
20210811,1.3380
20210812,1.3230
20210813,1.3170
20210816,1.3140
20210817,1.2720
20210818,1.2760
20210819,1.2810
20210820,1.2390
20210823,1.2570
20210824,1.2780
20210825,1.2850
20210826,1.2530
20210827,1.2590
20210830,1.2510
20210831,1.2320
20210901,1.2490
20210902,1.2200
20210903,1.2230
20210906,1.2630
20210907,1.2650
20210908,1.2560
20210909,1.2480
20210910,1.2490
20210913,1.2420
20210914,1.2520
20210915,1.2380
20210916,1.2380
20210917,1.2660
20210922,1.2550
20210923,1.2530
20210924,1.2690
20210927,1.2860
20210928,1.2800
20210929,1.2680
20210930,1.2850
20211008,1.2810
20211011,1.2660
20211012,1.2600
20211013,1.2850
20211014,1.2690
20211015,1.2660
20211018,1.2440
20211019,1.2630
20211020,1.2540
20211021,1.2550
20211022,1.2630
20211025,1.2660
20211026,1.2600
20211027,1.2430
20211028,1.2340
20211029,1.2510
20211101,1.2380
20211102,1.2310
20211103,1.2280
20211104,1.2350
20211105,1.2330
20211108,1.2210
20211109,1.2290
20211110,1.2260
20211111,1.2370
20211112,1.2340
20211115,1.2450
20211116,1.2670
20211117,1.2680
20211118,1.2530
20211119,1.2590
20211122,1.2610
20211123,1.2630
20211124,1.2810
20211125,1.2750
20211126,1.2760
20211129,1.2790
20211130,1.2700
20211201,1.2620
20211202,1.2570
20211203,1.2660
20211206,1.2570
20211207,1.2620
20211208,1.2840
20211209,1.3040
20211210,1.2980
20211213,1.2950
20211214,1.2910
20211215,1.2720
20211216,1.2730
20211217,1.2080
20211220,1.1890
20211221,1.1970
20211222,1.2040
20211223,1.2060
20211224,1.2050
20211227,1.2070
20211228,1.2170
20211229,1.2050
20211230,1.2120
20211231,1.2090
20220104,1.1850
20220105,1.1580
20220106,1.1480
20220107,1.1350
20220110,1.1360
20220111,1.1210
20220112,1.1380
20220113,1.1230
20220114,1.1230
20220117,1.1350
20220118,1.1380
20220119,1.1170
20220120,1.1010
20220121,1.0840
20220124,1.0930
20220125,1.0780
20220126,1.0720
20220127,1.0560
20220128,1.0520
20220207,1.0530
20220208,1.0430
20220209,1.0540
20220210,1.0480
20220211,1.0310
20220214,1.0320
20220215,1.0510
