日期,单位净值
20090515,1.2950
20090518,1.2940
20090519,1.3040
20090520,1.3010
20090521,1.2770
20090522,1.2750
20090525,1.2820
20090526,1.2720
20090527,1.2830
20090601,1.3120
20090602,1.3120
20090603,1.3440
20090604,1.3430
20090605,1.3330
20090608,1.3330
20090609,1.3330
20090610,1.3410
20090611,1.3330
20090612,1.3110
20090615,1.3350
20090616,1.3330
20090617,1.3570
20090618,1.3720
20090619,1.3780
20090622,1.3770
20090623,1.3760
20090624,1.3860
20090625,1.3880
20090626,1.3990
20090629,1.4200
20090630,1.4190
20090701,1.4580
20090702,1.4720
20090703,1.5050
20090706,1.5040
20090707,1.4800
20090708,1.4960
20090709,1.5100
20090710,1.5130
20090713,1.4950
20090714,1.5290
20090715,1.5420
20090716,1.5480
20090717,1.5560
20090720,1.5730
20090721,1.5510
20090722,1.5670
20090723,1.5870
20090724,1.5910
20090727,1.6110
20090728,1.6060
20090729,1.5430
20090730,1.5640
20090731,1.6020
20090803,1.6140
20090804,1.6160
20090805,1.6000
20090806,1.5760
20090807,1.5260
20090810,1.5260
20090811,1.5290
20090812,1.4800
20090813,1.4990
20090814,1.4750
20090817,1.3900
20090818,1.4040
20090819,1.3410
20090820,1.3870
20090821,1.4090
20090824,1.4240
20090825,1.3830
20090826,1.4080
20090827,1.3970
20090828,1.3550
20090831,1.2720
20090901,1.2750
20090902,1.2930
20090903,1.3490
20090904,1.3630
20090907,1.3680
20090908,1.3970
20090909,1.4070
20090910,1.3970
20090911,1.4240
20090914,1.4440
20090915,1.4450
20090916,1.4270
20090917,1.4440
20090918,1.4090
20090921,1.4210
20090922,1.4000
20090923,1.3700
20090924,1.3780
20090925,1.3690
20090928,1.3430
20090929,1.3510
20090930,1.3600
20091009,1.4090
20091012,1.4130
20091013,1.4320
20091014,1.4410
20091015,1.4450
20091016,1.4440
20091019,1.4780
20091020,1.4940
20091021,1.4880
20091022,1.4830
20091023,1.5030
20091026,1.5050
20091027,1.4730
20091028,1.4800
20091029,1.4560
20091030,1.4690
20091102,1.5140
20091103,1.5290
20091104,1.5290
20091105,1.5350
20091106,1.5460
20091109,1.5470
20091110,1.5520
20091111,1.5510
20091112,1.5530
20091113,1.5600
20091116,1.5940
20091117,1.5960
20091118,1.5930
20091119,1.5960
20091120,1.5960
20091123,1.6100
20091124,1.5660
20091125,1.5980
20091126,1.5560
20091127,1.5250
20091130,1.5760
20091201,1.5960
20091202,1.6130
20091203,1.6100
20091204,1.5960
20091207,1.6070
20091208,1.6040
20091209,1.5830
20091210,1.5910
20091211,1.5920
20091214,1.5890
20091215,1.5820
20091216,1.5790
20091217,1.5440
20091218,1.5060
20091221,1.5120
20091222,1.4870
20091223,1.5040
20091224,1.5430
20091225,1.4450
20091228,1.4590
20091229,1.4650
20091230,1.4700
20091231,1.4760
20100104,1.4690
20100105,1.4760
20100106,1.4700
20100107,1.4430
20100108,1.4470
20100111,1.4510
20100112,1.4740
20100113,1.4540
20100114,1.4750
20100115,1.4790
20100118,1.4970
20100119,1.4960
20100120,1.4510
20100121,1.4540
20100122,1.4330
20100125,1.4160
20100126,1.3850
20100127,1.3770
20100128,1.3900
20100129,1.3960
20100201,1.3840
20100202,1.3780
20100203,1.3880
20100204,1.3890
20100205,1.3700
20100208,1.3680
20100209,1.3710
20100210,1.3870
20100211,1.3850
20100212,1.3920
20100222,1.3880
20100223,1.3850
20100224,1.4070
20100225,1.4240
20100226,1.4250
20100301,1.4340
20100302,1.4290
20100303,1.4370
20100304,1.4100
20100305,1.4100
20100308,1.4180
20100309,1.4210
20100310,1.4080
20100311,1.4040
20100312,1.3880
20100315,1.3750
20100316,1.3840
20100317,1.4090
20100318,1.4080
20100319,1.4160
20100322,1.4200
20100323,1.4140
20100324,1.4170
20100325,1.4060
20100326,1.4190
20100329,1.4420
20100330,1.4470
20100331,1.4450
20100401,1.4610
20100402,1.4670
20100406,1.4700
20100407,1.4670
20100408,1.4640
20100409,1.4760
20100412,1.4750
20100413,1.4770
20100414,1.4840
20100415,1.4760
20100416,1.4680
20100419,1.4140
20100420,1.4260
20100421,1.4550
20100422,1.4510
20100423,1.4400
20100426,1.4410
20100427,1.4160
20100428,1.4110
20100429,1.3920
20100430,1.3870
20100504,1.3840
20100505,1.3990
20100506,1.3630
20100507,1.3460
20100510,1.3340
20100511,1.3170
20100512,1.3120
20100513,1.3340
20100514,1.3310
20100517,1.2910
20100518,1.3050
20100519,1.3090
20100520,1.2950
20100521,1.3100
20100524,1.3410
20100525,1.3250
20100526,1.3210
20100527,1.3330
20100528,1.3340
20100531,1.3130
20100601,1.3090
20100602,1.3110
20100603,1.3080
20100604,1.3060
20100607,1.2990
20100608,1.3010
20100609,1.3190
20100610,1.3180
20100611,1.3190
20100617,1.3150
20100618,1.3000
20100621,1.3200
20100622,1.3220
20100623,1.3180
20100624,1.3200
20100625,1.3160
20100628,1.3080
20100629,1.2760
20100630,1.2710
20100701,1.2590
20100702,1.2540
20100705,1.2540
20100706,1.2680
20100707,1.2750
20100708,1.2750
20100709,1.2940
20100712,1.3000
20100713,1.2910
20100714,1.2980
20100715,1.2830
20100716,1.2860
20100719,1.3050
20100720,1.3210
20100721,1.3230
20100722,1.3330
20100723,1.3370
20100726,1.3460
20100727,1.3450
20100728,1.3650
20100729,1.3670
20100730,1.3640
20100802,1.3760
20100803,1.3620
20100804,1.3690
20100805,1.3710
20100806,1.3840
20100809,1.3890
20100810,1.3670
20100811,1.3730
20100812,1.3650
20100813,1.3770
20100816,1.3930
20100817,1.3980
20100818,1.3950
20100819,1.3950
20100820,1.3800
20100823,1.3820
20100824,1.3880
20100825,1.3780
20100826,1.3800
20100827,1.3860
20100830,1.4050
20100831,1.4110
20100901,1.4050
20100902,1.4200
20100903,1.4210
20100906,1.4280
20100907,1.1130
20100908,1.1130
20100909,1.1030
20100910,1.1100
20100913,1.1200
20100914,1.1230
20100915,1.1110
20100916,1.0950
20100917,1.1030
20100920,1.1010
20100921,1.0990
20100927,1.1160
20100928,1.1150
20100929,1.1030
20100930,1.1150
20101008,1.1390
20101011,1.1440
20101012,1.1450
20101013,1.1530
20101014,1.1270
20101015,1.1280
20101018,1.1140
20101019,1.1400
20101020,1.1510
20101021,1.1460
20101022,1.1540
20101025,1.1760
20101026,1.1690
20101027,1.1570
20101028,1.1610
20101029,1.1660
20101101,1.1900
20101102,1.1790
20101103,1.1660
20101104,1.1830
20101105,1.1970
20101108,1.2090
20101109,1.2150
20101110,1.2110
20101111,1.2080
20101112,1.1540
20101115,1.1680
20101116,1.1570
20101117,1.1280
20101118,1.1350
20101119,1.1560
20101122,1.1660
20101123,1.1510
20101124,1.1720
20101125,1.1830
20101126,1.1780
20101129,1.1850
20101130,1.1740
20101201,1.1730
20101202,1.1730
20101203,1.1700
20101206,1.1570
20101207,1.1730
20101208,1.1730
20101209,1.1570
20101210,1.1690
20101213,1.2030
20101214,1.2140
20101215,1.2090
20101216,1.2080
20101217,1.2160
20101220,1.2110
20101221,1.2160
20101222,1.2120
20101223,1.1910
20101224,1.1740
20101227,1.1550
20101228,1.1430
20101229,1.1570
20101230,1.1680
20101231,1.1860
20110104,1.2060
20110105,1.2090
20110106,1.2020
20110107,1.1940
20110110,1.1740
20110111,1.1630
20110112,1.1620
20110113,1.1670
20110114,1.1530
20110117,1.1190
20110118,1.1220
20110119,1.1470
20110120,1.1200
20110121,1.1250
20110124,1.1140
20110125,1.1060
20110126,1.1270
20110127,1.1500
20110128,1.1540
20110131,1.1680
20110201,1.1650
20110209,1.1620
20110210,1.1780
20110211,1.1820
20110214,1.2040
20110215,1.2050
20110216,1.2250
20110217,1.2330
20110218,1.2170
20110221,1.2390
20110222,1.2120
20110223,1.2190
20110224,1.2240
20110225,1.2230
20110228,1.2380
20110301,1.2410
20110302,1.2310
20110303,1.2150
20110304,1.2280
20110307,1.2420
20110308,1.2370
20110309,1.2410
20110310,1.2270
20110311,1.2190
20110314,1.2290
20110315,1.2190
20110316,1.2280
20110317,1.2080
20110318,1.2110
20110321,1.2070
20110322,1.2080
20110323,1.2180
20110324,1.2160
20110325,1.2250
20110328,1.2190
20110329,1.2070
20110330,1.1950
20110331,1.1880
20110401,1.1990
20110406,1.1980
20110407,1.2020
20110408,1.2110
20110411,1.1970
20110412,1.1970
20110413,1.2090
20110414,1.2070
20110415,1.2110
20110418,1.2080
20110419,1.1910
20110420,1.1920
20110421,1.1960
20110422,1.1930
20110425,1.1810
20110426,1.1750
20110427,1.1680
20110428,1.1460
20110429,1.1600
20110503,1.1750
20110504,1.1580
20110505,1.1580
20110506,1.1610
20110509,1.1640
20110510,1.1690
20110511,1.1720
20110512,1.1620
20110513,1.1660
20110516,1.1640
20110517,1.1600
20110518,1.1660
20110519,1.1590
20110520,1.1560
20110523,1.1280
20110524,1.1270
20110525,1.1170
20110526,1.1080
20110527,1.0950
20110530,1.0890
20110531,1.1010
20110601,1.1090
20110602,1.0970
20110603,1.1070
20110607,1.1120
20110608,1.1150
20110609,1.0970
20110610,1.1010
20110613,1.0970
20110614,1.1070
20110615,1.0980
20110616,1.0810
20110617,1.0730
20110620,1.0660
20110621,1.0760
20110622,1.0740
20110623,1.0860
20110624,1.1060
20110627,1.1150
20110628,1.1170
20110629,1.1060
20110630,1.1210
20110701,1.1230
20110704,1.1400
20110705,1.1440
20110706,1.1450
20110707,1.1440
20110708,1.1440
20110711,1.1460
20110712,1.1330
20110713,1.1440
20110714,1.1450
20110715,1.1510
20110718,1.1550
20110719,1.1460
20110720,1.1450
20110721,1.1340
20110722,1.1370
20110725,1.1130
20110726,1.1180
20110727,1.1290
20110728,1.1260
20110729,1.1150
20110801,1.1160
20110802,1.1080
20110803,1.1100
20110804,1.1120
20110805,1.1000
20110808,1.0740
20110809,1.0770
20110810,1.0870
20110811,1.0980
20110812,1.1020
20110815,1.1120
20110816,1.1090
20110817,1.1040
20110818,1.0900
20110819,1.0810
20110822,1.0720
20110823,1.0830
20110824,1.0830
20110825,1.1000
20110826,1.0980
20110829,1.0870
20110830,1.0830
20110831,1.0800
20110901,1.0750
20110902,1.0690
20110905,1.0540
20110906,1.0490
20110907,1.0630
20110908,1.0570
20110909,1.0550
20110913,1.0450
20110914,1.0510
20110915,1.0510
20110916,1.0530
20110919,1.0410
20110920,1.0440
20110921,1.0610
20110922,1.0430
20110923,1.0380
20110926,1.0260
20110927,1.0290
20110928,1.0220
20110929,1.0060
20110930,1.0030
20111010,0.9970
20111011,0.9940
20111012,1.0140
20111013,1.0200
20111014,1.0150
20111017,1.0170
20111018,0.9990
20111019,0.9950
20111020,0.9720
20111021,0.9660
20111024,0.9790
20111025,0.9980
20111026,1.0080
20111027,1.0110
20111028,1.0260
20111031,1.0290
20111101,1.0310
20111102,1.0440
20111103,1.0480
20111104,1.0550
20111107,1.0490
20111108,1.0440
20111109,1.0560
20111110,1.0450
20111111,1.0440
20111114,1.0630
20111115,1.0670
20111116,1.0420
20111117,1.0400
20111118,1.0180
20111121,1.0180
20111122,1.0190
20111123,1.0150
20111124,1.0150
20111125,1.0080
20111128,1.0100
20111129,1.0230
20111130,0.9940
20111201,1.0120
20111202,0.9970
20111205,0.9740
20111206,0.9730
20111207,0.9740
20111208,0.9740
20111209,0.9660
20111212,0.9560
20111213,0.9320
20111214,0.9230
20111215,0.9040
20111216,0.9230
20111219,0.9260
20111220,0.9230
20111221,0.9060
20111222,0.9000
20111223,0.9090
20111226,0.9020
20111227,0.8860
20111228,0.8810
20111229,0.8830
20111230,0.8960
20111231,0.8960
20120104,0.8800
20120105,0.8570
20120106,0.8580
20120109,0.8800
20120110,0.9050
20120111,0.9050
20120112,0.9020
20120113,0.8800
20120116,0.8580
20120117,0.8910
20120118,0.8780
20120119,0.8870
20120120,0.8990
20120130,0.8920
20120131,0.8910
20120201,0.8840
20120202,0.8980
20120203,0.9050
20120206,0.9050
20120207,0.8960
20120208,0.9110
20120209,0.9120
20120210,0.9150
20120213,0.9190
20120214,0.9190
20120215,0.9280
20120216,0.9250
20120217,0.9250
20120220,0.9260
20120221,0.9330
20120222,0.9460
20120223,0.9470
20120224,0.9560
20120227,0.9570
20120228,0.9560
20120229,0.9460
20120301,0.9480
20120302,0.9610
20120305,0.9570
20120306,0.9500
20120307,0.9490
20120308,0.9570
20120309,0.9660
20120312,0.9680
20120313,0.9770
20120314,0.9530
20120315,0.9490
20120316,0.9630
20120319,0.9650
20120320,0.9490
20120321,0.9460
20120322,0.9430
20120323,0.9340
20120326,0.9350
20120327,0.9320
20120328,0.9100
20120329,0.9020
20120330,0.9040
20120405,0.9220
20120406,0.9270
20120409,0.9180
20120410,0.9240
20120411,0.9260
20120412,0.9400
20120413,0.9430
20120416,0.9440
20120417,0.9330
20120418,0.9490
20120419,0.9490
20120420,0.9550
20120423,0.9480
20120424,0.9450
20120425,0.9490
20120426,0.9490
20120427,0.9450
20120502,0.9570
20120503,0.9610
20120504,0.9660
20120507,0.9710
20120508,0.9700
20120509,0.9610
20120510,0.9590
20120511,0.9550
20120514,0.9540
20120515,0.9590
20120516,0.9480
20120517,0.9580
20120518,0.9470
20120521,0.9490
20120522,0.9610
20120523,0.9620
20120524,0.9560
20120525,0.9480
20120528,0.9590
20120529,0.9700
20120530,0.9690
20120531,0.9690
20120601,0.9690
20120604,0.9510
20120605,0.9510
20120606,0.9490
20120607,0.9470
20120608,0.9450
20120611,0.9610
20120612,0.9640
20120613,0.9790
20120614,0.9740
20120615,0.9680
20120618,0.9720
20120619,0.9630
20120620,0.9600
20120621,0.9520
20120625,0.9350
20120626,0.9380
20120627,0.9390
20120628,0.9340
20120629,0.9430
20120630,0.9430
20120702,0.9480
20120703,0.9470
20120704,0.9420
20120705,0.9340
20120706,0.9500
20120709,0.9390
20120710,0.9320
20120711,0.9370
20120712,0.9470
20120713,0.9480
20120716,0.9260
20120717,0.9290
20120718,0.9290
20120719,0.9350
20120720,0.9270
20120723,0.9200
20120724,0.9240
20120725,0.9200
20120726,0.9140
20120727,0.9110
20120730,0.9050
20120731,0.9060
20120801,0.9150
20120802,0.9080
20120803,0.9120
20120806,0.9220
20120807,0.9210
20120808,0.9210
20120809,0.9300
20120810,0.9270
20120813,0.9140
20120814,0.9170
20120815,0.9140
20120816,0.9110
20120817,0.9070
20120820,0.9070
20120821,0.9140
20120822,0.9090
20120823,0.9100
20120824,0.9040
20120827,0.8930
20120828,0.8930
20120829,0.8890
20120830,0.8830
20120831,0.8850
20120903,0.8980
20120904,0.8940
20120905,0.8960
20120906,0.9000
20120907,0.9230
20120910,0.9270
20120911,0.9220
20120912,0.9250
20120913,0.9190
20120914,0.9170
20120917,0.9010
20120918,0.9000
20120919,0.9040
20120920,0.8910
20120921,0.8890
20120924,0.8950
20120925,0.8930
20120926,0.8840
20120927,0.9000
20120928,0.9100
20121008,0.9060
20121009,0.9220
20121010,0.9240
20121011,0.9160
20121012,0.9140
20121015,0.9130
20121016,0.9150
20121017,0.9140
20121018,0.9270
20121019,0.9260
20121022,0.9280
20121023,0.9190
20121024,0.9170
20121025,0.9080
20121026,0.9000
20121029,0.8990
20121030,0.9020
20121031,0.9080
20121101,0.9180
20121102,0.9200
20121105,0.9160
20121106,0.9140
20121107,0.9110
20121108,0.9000
20121109,0.8970
20121112,0.8980
20121113,0.8890
20121114,0.8900
20121115,0.8850
20121116,0.8810
20121119,0.8810
20121120,0.8780
20121121,0.8840
20121122,0.8790
20121123,0.8820
20121126,0.8750
20121127,0.8650
20121128,0.8590
20121129,0.8550
20121130,0.8610
20121203,0.8550
20121204,0.8620
20121205,0.8820
20121206,0.8790
20121207,0.8880
20121210,0.8960
20121211,0.8940
20121212,0.8940
20121213,0.8890
20121214,0.9140
20121217,0.9120
20121218,0.9100
20121219,0.9130
20121220,0.9190
20121221,0.9200
20121224,0.9240
20121225,0.9380
20121226,0.9440
20121227,0.9410
20121228,0.9490
20121231,0.9610
20130104,0.9580
20130107,0.9640
20130108,0.9660
20130109,0.9680
20130110,0.9690
20130111,0.9580
20130114,0.9850
20130115,0.9930
20130116,0.9880
20130117,0.9830
20130118,0.9970
20130121,1.0020
20130122,0.9940
20130123,0.9970
20130124,0.9880
20130125,0.9890
20130128,1.0110
20130129,1.0160
20130130,1.0170
20130131,1.0130
20130201,1.0250
20130204,1.0200
20130205,1.0270
20130206,1.0310
20130207,1.0350
20130208,1.0450
20130218,1.0390
20130219,1.0230
20130220,1.0360
20130221,1.0190
20130222,1.0150
20130225,1.0210
20130226,1.0130
20130227,1.0140
20130228,1.0320
20130301,1.0380
20130304,1.0110
20130305,1.0300
20130306,1.0400
20130307,1.0310
20130308,1.0240
20130311,1.0250
20130312,1.0130
20130313,1.0060
20130314,1.0110
20130315,1.0150
20130318,1.0120
20130319,1.0130
20130320,1.0340
20130321,1.0410
20130322,1.0410
20130325,1.0400
20130326,1.0400
20130327,1.0410
20130328,1.0250
20130329,1.0240
20130401,1.0270
20130402,1.0160
20130403,1.0090
20130408,1.0140
20130409,1.0170
20130410,1.0120
20130411,1.0100
20130412,1.0070
20130415,1.0010
20130416,1.0090
20130417,1.0160
20130418,1.0170
20130419,1.0320
20130422,1.0360
20130423,1.0170
20130424,1.0340
20130425,1.0250
20130426,1.0160
20130502,1.0240
20130503,1.0350
20130506,1.0440
20130507,1.0440
20130508,1.0520
20130509,1.0500
20130510,1.0540
20130513,1.0540
20130514,1.0440
20130515,1.0540
20130516,1.0660
20130517,1.0790
20130520,1.0870
20130521,1.0910
20130522,1.0840
20130523,1.0810
20130524,1.0880
20130527,1.0950
20130528,1.1000
20130529,1.1030
20130530,1.1040
20130531,1.0990
20130603,1.0920
20130604,1.0750
20130605,1.0790
20130606,1.0700
20130607,1.0590
20130613,1.0450
20130614,1.0600
20130617,1.0600
20130618,1.0640
20130619,1.0600
20130620,1.0350
20130621,1.0340
20130624,0.9940
20130625,1.0000
20130626,1.0170
20130627,1.0080
20130628,1.0120
20130630,1.0120
20130701,1.0290
20130702,1.0420
20130703,1.0420
20130704,1.0420
20130705,1.0380
20130708,1.0160
20130709,1.0140
20130710,1.0330
20130711,1.0550
20130712,1.0520
20130715,1.0730
20130716,1.0780
20130717,1.0650
20130718,1.0630
20130719,1.0490
20130722,1.0630
20130723,1.0860
20130724,1.0920
20130725,1.0750
20130726,1.0720
20130729,1.0570
20130730,1.0540
20130731,1.0540
20130801,1.0800
20130802,1.0810
20130805,1.0940
20130806,1.0990
20130807,1.0910
20130808,1.0930
20130809,1.0940
20130812,1.1010
20130813,1.1000
20130814,1.0960
20130815,1.0840
20130816,1.0730
20130819,1.0850
20130820,1.0820
20130821,1.0810
20130822,1.0840
20130823,1.0830
20130826,1.0980
20130827,1.1000
20130828,1.0860
20130829,1.0860
20130830,1.0750
20130902,1.0860
20130903,1.1000
20130904,1.0970
20130905,1.1000
20130906,1.1040
20130909,1.1120
20130910,1.1120
20130911,1.1060
20130912,1.1070
20130913,1.1130
20130916,1.1160
20130917,1.1090
20130918,1.1140
20130923,1.1310
20130924,1.1320
20130925,1.1270
20130926,1.1210
20130927,1.1250
20130930,1.1310
20131008,1.1430
20131009,1.1530
20131010,1.1520
20131011,1.1640
20131014,1.1690
20131015,1.1670
20131016,1.1480
20131017,1.1450
20131018,1.1520
20131021,1.1760
20131022,1.1690
20131023,1.1470
20131024,1.1410
20131025,1.1210
20131028,1.1200
20131029,1.1080
20131030,1.1230
20131031,1.1040
20131101,1.1010
20131104,1.1040
20131105,1.1110
20131106,1.0990
20131107,1.0850
20131108,1.0770
20131111,1.0850
20131112,1.0890
20131113,1.0730
20131114,1.0870
20131115,1.1020
20131118,1.1180
20131119,1.1130
20131120,1.1160
20131121,1.1100
20131122,1.1050
20131125,1.1060
20131126,1.1090
20131127,1.1170
20131128,1.1260
20131129,1.1310
20131202,1.0990
20131203,1.1140
20131204,1.1240
20131205,1.1200
20131206,1.1170
20131209,1.1240
20131210,1.1230
20131211,1.1190
20131212,1.1230
20131213,1.1260
20131216,1.1140
20131217,1.1050
20131218,1.1050
20131219,1.0960
20131220,1.0890
20131223,1.0910
20131224,1.0980
20131225,1.1060
20131226,1.0940
20131227,1.1070
20131230,1.1090
20131231,1.1120
20140102,1.1150
20140103,1.1120
20140106,1.0930
20140107,1.0980
20140108,1.1050
20140109,1.0910
20140110,1.0820
20140113,1.0790
20140114,1.0920
20140115,1.0970
20140116,1.0940
20140117,1.0850
20140120,1.0750
20140121,1.0830
20140122,1.0990
20140123,1.1080
20140124,1.1150
20140127,1.1090
20140128,1.1060
20140129,1.1140
20140130,1.1120
20140207,1.1230
20140210,1.1440
20140211,1.1380
20140212,1.1420
20140213,1.1280
20140214,1.1410
20140217,1.1540
20140218,1.1490
20140219,1.1480
20140220,1.1420
20140221,1.1400
20140224,1.1360
20140225,1.1100
20140226,1.1070
20140227,1.1000
20140228,1.1100
20140303,1.1200
20140304,1.1100
20140305,1.1060
20140306,1.1020
20140307,1.1040
20140310,1.0900
20140311,1.0880
20140312,1.0860
20140313,1.0960
20140314,1.0910
20140317,1.1010
20140318,1.1000
20140319,1.0880
20140320,1.0680
20140321,1.0800
20140324,1.0800
20140325,1.0810
20140326,1.0840
20140327,1.0720
20140328,1.0580
20140331,1.0570
20140401,1.0670
20140402,1.0630
20140403,1.0590
20140404,1.0680
20140408,1.0820
20140409,1.0880
20140410,1.0930
20140411,1.0920
20140414,1.0970
20140415,1.0870
20140416,1.0870
20140417,1.0850
20140418,1.0860
20140421,1.0780
20140422,1.0710
20140423,1.0670
20140424,1.0650
20140425,1.0500
20140428,1.0310
20140429,1.0440
20140430,1.0530
20140505,1.0600
20140506,1.0640
20140507,1.0510
20140508,1.0500
20140509,1.0430
20140512,1.0570
20140513,1.0580
20140514,1.0570
20140515,1.0450
20140516,1.0420
20140519,1.0360
20140520,1.0400
20140521,1.0480
20140522,1.0470
20140523,1.0540
20140526,1.0600
20140527,1.0570
20140528,1.0680
20140529,1.0610
20140530,1.0610
20140603,1.0570
20140604,1.0550
20140605,1.0680
20140606,1.0640
20140609,1.0580
20140610,1.0690
20140611,1.0760
20140612,1.0750
20140613,1.0820
20140616,1.0900
20140617,1.0810
20140618,1.0760
20140619,1.0520
20140620,1.0600
20140623,1.0640
20140624,1.0680
20140625,1.0640
20140626,1.0750
20140627,1.0760
20140630,1.0800
20140701,1.0820
20140702,1.0820
20140703,1.0860
20140704,1.0860
20140707,1.0820
20140708,1.0870
20140709,1.0770
20140710,1.0740
20140711,1.0760
20140714,1.0830
20140715,1.0820
20140716,1.0750
20140717,1.0710
20140718,1.0720
20140721,1.0710
20140722,1.0780
20140723,1.0710
20140724,1.0740
20140725,1.0800
20140728,1.0920
20140729,1.0950
20140730,1.0970
20140731,1.1020
20140801,1.0960
20140804,1.1060
20140805,1.1080
20140806,1.1070
20140807,1.1030
20140808,1.1090
20140811,1.1160
20140812,1.1180
20140813,1.1200
20140814,1.1150
20140815,1.1240
20140818,1.1330
20140819,1.1390
20140820,1.1370
20140821,1.1390
20140822,1.1400
20140825,1.1340
20140826,1.1210
20140827,1.1230
20140828,1.1200
20140829,1.1280
20140901,1.1450
20140902,1.1540
20140903,1.1650
20140904,1.1720
20140905,1.1750
20140909,1.1820
20140910,1.1810
20140911,1.1790
20140912,1.1890
20140915,1.1990
20140916,1.1750
20140917,1.1790
20140918,1.1890
20140919,1.2010
20140922,1.1900
20140923,1.1980
20140924,1.2100
20140925,1.2090
20140926,1.2140
20140929,1.2240
20140930,1.2270
20141008,1.2400
20141009,1.2400
20141010,1.2340
20141013,1.2280
20141014,1.2280
20141015,1.2370
20141016,1.2280
20141017,1.2190
20141020,1.2310
20141021,1.2250
20141022,1.2160
20141023,1.1960
20141024,1.2010
20141027,1.2080
20141028,1.2280
20141029,1.2410
20141030,1.2410
20141031,1.2390
20141103,1.2440
20141104,1.2320
20141105,1.2300
20141106,1.2400
20141107,1.2320
20141110,1.2390
20141111,1.2130
20141112,1.2260
20141113,1.2140
20141114,1.2160
20141117,1.2280
20141118,1.2250
20141119,1.2350
20141120,1.1330
20141121,1.1440
20141124,1.1500
20141125,1.1650
20141126,1.1690
20141127,1.1730
20141128,1.1740
20141201,1.1690
20141202,1.1770
20141203,1.1840
20141204,1.2040
20141205,1.1790
20141208,1.1770
20141209,1.1370
20141210,1.1650
20141211,1.1750
20141212,1.1840
20141215,1.2030
20141216,1.2040
20141217,1.1990
20141218,1.1970
20141219,1.1950
20141222,1.1710
20141223,1.1490
20141224,1.1550
20141225,1.1700
20141226,1.1790
20141229,1.1750
20141230,1.1630
20141231,1.1780
20150105,1.1990
20150106,1.2060
20150107,1.2030
20150108,1.1910
20150109,1.1870
20150112,1.1790
20150113,1.1910
20150114,1.1810
20150115,1.1940
20150116,1.2100
20150119,1.1770
20150120,1.2060
20150121,1.2310
20150122,1.2350
20150123,1.2250
20150126,1.2480
20150127,1.2560
20150128,1.2440
20150129,1.2420
20150130,1.2300
20150202,1.2230
20150203,1.2420
20150204,1.2370
20150205,1.2310
20150206,1.2150
20150209,1.2130
20150210,1.2220
20150211,1.2400
20150212,1.2480
20150213,1.2590
20150216,1.2730
20150217,1.2800
20150225,1.2770
20150226,1.2850
20150227,1.2960
20150302,1.3180
20150303,1.3080
20150304,1.3230
20150305,1.3200
20150306,1.3020
20150309,1.3150
20150310,1.3270
20150311,1.3260
20150312,1.3270
20150313,1.3420
20150316,1.3780
20150317,1.3950
20150318,1.4170
20150319,1.4210
20150320,1.4450
20150323,1.4870
20150324,1.5020
20150325,1.5120
20150326,1.4990
20150327,1.5030
20150330,1.5050
20150331,1.5170
20150401,1.5470
20150402,1.5680
20150403,1.5880
20150407,1.6210
20150408,1.6130
20150409,1.5980
20150410,1.6350
20150413,1.6360
20150414,1.6290
20150415,1.5940
20150416,1.6150
20150417,1.6150
20150420,1.5730
20150421,1.6210
20150422,1.6660
20150423,1.6910
20150424,1.6940
20150427,1.6970
20150428,1.6520
20150429,1.6840
20150430,1.7010
20150504,1.7180
20150505,1.6750
20150506,1.6820
20150507,1.6660
20150508,1.7270
20150511,1.7830
20150512,1.8280
20150513,1.8300
20150514,1.8340
20150515,1.8260
20150518,1.8740
20150519,1.9020
20150520,1.9460
20150521,1.9930
20150522,1.9890
20150525,2.0090
20150526,2.0580
20150527,2.0650
20150528,1.9770
20150529,1.9950
20150601,2.0740
20150602,2.1540
20150603,2.1660
20150604,2.1420
20150605,2.1480
20150608,2.0980
20150609,2.0750
20150610,2.1150
20150611,2.1200
20150612,2.1570
20150615,2.1100
20150616,2.0280
20150617,2.0750
20150618,2.0190
20150619,1.9220
20150623,1.9260
20150624,1.9410
20150625,1.8680
20150626,1.7520
20150629,1.6590
20150630,1.7110
20150701,1.6320
20150702,1.5450
20150703,1.4770
20150706,1.4430
20150707,1.3840
20150708,1.3580
20150709,1.3970
20150710,1.4410
20150713,1.4970
20150714,1.5350
20150715,1.4850
20150716,1.4970
20150717,1.5510
20150720,1.5770
20150721,1.6020
20150722,1.6090
20150723,1.6480
20150724,1.6290
20150727,1.5450
20150728,1.5160
20150729,1.5510
20150730,1.5120
20150731,1.4980
20150803,1.4810
20150804,1.5200
20150805,1.5120
20150806,1.5060
20150807,1.5330
20150810,1.5800
20150811,1.5850
20150812,1.5680
20150813,1.5830
20150814,1.5830
20150817,1.5960
20150818,1.5240
20150819,1.5400
20150820,1.5010
20150821,1.4520
20150824,1.3770
20150825,1.3130
20150826,1.3020
20150827,1.3370
20150828,1.3740
20150831,1.3540
20150901,1.3270
20150902,1.3280
20150907,1.3190
20150908,1.3430
20150909,1.3620
20150910,1.3500
20150911,1.3550
20150914,1.3110
20150915,1.2820
20150916,1.3170
20150917,1.3100
20150918,1.3160
20150921,1.3380
20150922,1.3420
20150923,1.3350
20150924,1.3400
20150925,1.3220
20150928,1.3280
20150929,1.3230
